camp_name,camp_url,camp_img_url,address,postal_code,lat,long,earliest_open_date,latest_open_date,full_season,overnight_site,roofed_lodging,tenting_available,total_sites,overnight_sites,seasonal_sites,max_amperage,electrical_water_sewer,electrical_water,electrical,no_services,max_length_of_rv,activities,accessible_facilities,boating,cable_tv,controlled_access,credit_debit_cards,dumping,group_camping,hot_tub,hotspot,wifi_at_site,laundromat,pet_friendly,planned_activities,playground,propane,pull_thru_sites,rec_hall,restaurant,store,indoor_pool,lake_river_beach,outdoor_pool,toilets_pit_outside,toilets_showers
Pine Echo Camp,https://campinginontario.ca/PineEchoCamp,https://campinginontario.ca/images/camping/full-season-new.jpg,"91064 Belmore Line, RR 1, Wroxeter, Ontario, N0G 2X0",N0G 2X0,43.95507,-81.18537,2020-05-01,2020-10-01,1,1,0,1,155,10,145,30,55,100,0,0,"
","Cycling, Dances, Fishing, Shuffleboard, Volleyball",0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1
Pine Grove Point Campground,https://campinginontario.ca/PineGrovePointCampgroundInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"4445 Elephant Lake Rd, PO Box 121, Harcourt, Ontario, K0L 1X0",K0L 1X0,45.1163,-78.14146,2020-01-01,2020-12-31,1,1,1,1,111,15,96,30,0,104,0,7,40,"ATV-friendly, Fishing, Hunting, Motorboats allowed, Snowmobiling",0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
Pine Haven Cottages and Campground,https://campinginontario.ca/PineHavenCottagesandCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"8441 Perth Rd, Perth Road Village, Ontario, K0H 2L0",K0H 2L0,44.56259,-76.43669,2020-05-10,2020-10-16,1,1,1,1,51,3,48,30,15,33,0,3,44,"Boat rental (motorized), Boat rental (non-motorized), Fishing, Swimming (lake, river), Walking/hiking trails",0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
Pine Lake Campground of Ontario,https://campinginontario.ca/PineLakeCampgroundofOntario,https://campinginontario.ca/images/camping/full-season-new.jpg,"62-77794 Orchard Line, RR 1, Bayfield, Ontario, N0M 1G0",N0M 1G0,43.6014,-81.68404,2020-01-01,2020-12-31,1,1,0,0,449,10,439,30,449,0,0,0,30,"Fishing, Golf, Golf (mini), Swimming (lake, river), Tennis",1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1
Pleasure Park RV Resort Inc.,https://campinginontario.ca/PleasureParkRVResortInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"80 Graham Lake Rd RR 4, Mallorytown, Ontario, K0E 1R0",K0E 1R0,44.58731,-75.85778,2020-05-01,2020-09-13,1,1,0,0,330,80,250,50,250,40,0,40,45,"Boat rental (motorized), Boat rental (non-motorized), Fishing, Horseshoes, Swimming (lake, river)",1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
Primrose Park,https://campinginontario.ca/PrimrosePark,https://campinginontario.ca/images/camping/full-season-new.jpg,"635687 Hwy 10, Mono, Ontario, L9V 0Z8",L9V 0Z8,44.08827,-80.13746,2020-05-01,2020-10-12,1,1,1,1,140,60,80,30,85,25,0,30,40,"Golf, Museum/heritage sites, Walking/hiking trails, Farmers' market/stands, Music Festival",0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1
Prospect Hill Camping Grounds,https://campinginontario.ca/ProspectHillCampingGrounds,https://campinginontario.ca/images/camping/full-season-new.jpg,"1142 Perth Rd 139, RR 2, Granton, Ontario, N0M 1V0",N0M 1V0,43.22011,-81.23725,2020-05-15,2020-10-12,1,1,1,1,160,60,100,30,0,140,0,20,40,"Basketball, Dances, Fishing, Horseshoes, Volleyball",0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1
Rainville Cedar Cottages,https://campinginontario.ca/RainvilleCedarCottages,https://campinginontario.ca/images/camping/full-season-new.jpg,"135 Avenue Du Lac, Lavigne, Ontario, P0H 1R0",P0H 1R0,46.31996,-80.1581,2020-01-01,2020-12-31,1,1,1,0,53,3,50,30,46,0,7,0,"
","Boat rental (motorized), Boat rental (non-motorized), Fishing, Snowmobiling, Swimming (lake, river)",1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
Recreationland,https://campinginontario.ca/Recreationland,https://campinginontario.ca/images/camping/full-season-new.jpg,"1566 Canaan Rd, Cumberland, Ontario, K4C 1J5",K4C 1J5,45.51973,-75.33291,2020-04-15,2020-10-15,1,1,0,1,80,50,30,50,70,10,0,0,45,"Golf, Museum/heritage sites, Restaurants, Shopping, Wildlife viewing/birding",1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1
Red Bay Tent & Trailer Park,https://campinginontario.ca/RedBayTentAndTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"428 Huron Rd, South Bruce Peninsula, Ontario, N0H 2T0",N0H 2T0,44.80466,-81.28294,2020-05-01,2020-10-12,1,1,1,1,71,17,54,30,65,0,0,6,36,"Mountain biking, Walking/hiking trails, Basketball, Fishing, Golf (mini)",0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1
Red Setter Resort,https://campinginontario.ca/RedSetterResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"1539 Trent River Rd, RR 3, Havelock, Ontario, K0L 1Z0",K0L 1Z0,44.40656,-77.83316,2020-05-08,2020-10-15,1,1,1,1,130,10,120,30,130,0,0,0,"
","Boat rental (motorized), Dances, Fishing, Table tennis, Water skiing",0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
Reids Lake Campground,https://campinginontario.ca/ReidsLakeCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"120 Reids Lake Lane (formerly Barrmetmac Lane), Renfrew, Ontario, K7V 3Z4",K7V 3Z4,45.42065,-76.73684,2020-05-09,2020-09-27,1,1,1,0,96,10,86,30,96,0,0,0,40,"ATV-friendly, Dances, Fishing, Horseshoes, Motorboats allowed",0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1
Rideau Acres Campground,https://campinginontario.ca/RideauAcresCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"1014 Cunningham Rd, Kingston, Ontario, K7L 4V3",K7L 4V3,44.30347,-76.41755,2020-04-01,2020-12-31,1,1,1,1,476,246,230,50,335,115,0,26,40,"Fishing, Golf (mini), Walking/hiking trails, Boat rental (motorized), Boat rental (non-motorized)",1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1
Rideau Mac Resort,https://campinginontario.ca/RideauMacResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"186 McNamee Lane, Box 15, Portland, Ontario, K0G 1V0",K0G 1V0,44.70016,-76.28134,2020-05-14,2020-10-15,1,0,1,0,91,0,91,30,91,0,0,0,"
","Fishing, Golf, Shopping, Swimming (lake, river), Wildlife viewing/birding",0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
River Haven Resort,https://campinginontario.ca/RiverHavenResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"146 Magnetawan River Rd, Britt, Ontario, P0G 1A0",P0G 1A0,45.77566,-80.50545,2020-01-01,2020-12-31,1,1,1,1,64,24,40,30,45,7,0,12,45,"Boat rental (motorized), Fishing, Fishing (guided), Hunting, Swimming (lake, river)",0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1
River Place Campground Ltd.,https://campinginontario.ca/RiverPlaceCampgroundLtd,https://campinginontario.ca/images/camping/full-season-new.jpg,"232352 Conc 2 West Grey, RR 3, Ayton, Ontario, N0G 1C0",N0G 1C0,44.07687,-80.83215,2020-05-15,2020-10-15,1,1,0,1,170,32,138,30,145,0,0,25,40,"Dances, Fishing, Horseshoes, Swimming (lake, river)",0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1
Riverview Campground,https://campinginontario.ca/RiverViewCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"22164 Valleyview Rd, Thorndale, Ontario, N0M 2P0",N0M 2P0,43.10518,-81.17695,2020-05-15,2020-10-12,1,1,1,1,100,20,80,30,0,92,0,8,"
","Basketball, Fishing, Shuffleboard, Swimming (lake, river), Table tennis",1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1
Rocher Rouge Campground,https://campinginontario.ca/RocherRougeCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"70 Ontario St W, Killarney, Ontario, P0M 2A0",P0M 2A0,45.97655,-81.51465,2020-05-01,2020-11-01,1,1,0,1,35,30,5,0,0,0,0,35,"
","Fishing, Golf, Restaurants, Walking/hiking trails",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
Rochester Place Golf Club & Resort,https://campinginontario.ca/RochesterPlaceGolfClubAndResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"981-991 County Rd 2, Belle River, Ontario, N0R 1A0",N0R 1A0,42.29826,-82.70782,2020-05-01,2020-10-31,1,1,1,1,271,50,221,50,271,0,0,0,40,"Boat rental (non-motorized), Fishing, Golf, Volleyball, Walking/hiking trails",1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1
Rock Island Camp,https://campinginontario.ca/RockIslandCamp,https://campinginontario.ca/images/camping/full-season-new.jpg,"357 County Rd 5, South, Front of Yonge Twp, Latitude 44.34174 N & Longitude 75.53307 W, Athens, Ontario, K0E 1B0",K0E 1B0,44.5743,-75.89414,2020-04-24,2020-10-18,1,1,1,1,75,35,40,30,68,0,0,7,50,"Casino, Fishing, Horseshoes, Walking/hiking trails, Wildlife viewing/birding",1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1
Rock Pine in Marten River,https://campinginontario.ca/RockPineMotelRestaurantCampground,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"2372 Hwy 11 N, Marten River, Ontario, P0H 1T0",P0H 1T0,46.69619,-79.76983,2020-05-08,2020-10-31,0,1,1,1,8,8,0,50,0,6,1,1,39,"ATV-friendly, Boat rental (motorized), Boat rental (non-motorized), Fishing, Snowmobiling",0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
Rocksprings Family Camp & KOA,https://campinginontario.ca/RockspringsFamilyCampAndKOA,https://campinginontario.ca/images/camping/full-season-new.jpg,"398235 28 Ave E, Owen Sound, Ontario, N4K 5N8",N4K 5N8,44.56883,-80.893,2020-05-01,2020-10-12,1,1,1,1,130,90,40,50,84,24,0,22,60,"Badminton, Basketball, Horseshoes, Volleyball, Walking/hiking trails",0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Roebuck Campground,https://campinginontario.ca/RoebuckCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"245370 22 Sideroad, RR 1, Meaford, Ontario, N4L 1W5",N4L 1W5,44.62627,-80.64857,2020-04-15,2020-10-15,1,1,1,1,85,50,35,30,56,9,0,20,45,"Golf, Museum/heritage sites, Walking/hiking trails, Wine tours, Ziplining",1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
Roth Park Family Campground,https://campinginontario.ca/RothParkFamilyCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"102 Parkside Ave, RR 4, Wiarton, Ontario, N0H 2T0",N0H 2T0,44.80664,-81.17013,2020-05-15,2020-10-12,1,1,1,1,126,41,85,50,0,126,0,0,50,"Fishing, Horseshoes, Motorboats allowed, Swimming (lake, river), Volleyball",1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1
Rus-Ton Family Campground,https://campinginontario.ca/Rus-TonFamilyCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"9787 Lakeshore Rd, Grand Bend, Ontario, N0M 1T0",N0M 1T0,43.25896,-81.80642,2020-05-01,2020-10-12,1,1,1,1,244,24,220,30,234,10,0,0,"
","Basketball, Cycling, Dances, Shuffleboard, Wine tours",0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
Salem Woods Trailer Park,https://campinginontario.ca/SalemWoodsTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"448 Blyth Park Rd, RR 4, Colborne, Ontario, K0K 1S0",K0K 1S0,44.01192,-77.8373,2020-05-01,2020-10-31,1,1,0,1,50,15,35,30,35,15,0,0,"
","Cycling, Fishing, Horseshoes, Volleyball, Walking/hiking trails",0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1
Sand Bay Family Campground,https://campinginontario.ca/SandBayCamp,https://campinginontario.ca/images/camping/full-season-new.jpg,"92 Sand Bay Rd, RR 2, Combermere, Ontario, K0J 1L0",K0J 1L0,45.36608,-77.68141,2020-05-01,2020-10-15,1,1,1,1,55,15,40,30,40,5,5,5,50,"Swimming (lake, river), ATV-friendly, Cycling, Fishing, Motorboats allowed",1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
Sandaraska Park,https://campinginontario.ca/SandaraskaPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"156 Sandaraska Rd, Pontypool, Ontario, L0A 1K0",L0A 1K0,44.09585,-78.57319,2020-05-01,2020-10-12,1,1,0,1,243,50,193,30,201,19,0,23,44,"Horseshoes, Dances, Cycling, Volleyball, Walking/hiking trails",1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1
Sandbanks Beach Resort,https://campinginontario.ca/SandbanksBeachResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"1818 County Rd 12, RR 1, Picton, Ontario, K0K 2T0",K0K 2T0,43.91128,-77.26981,2020-05-01,2020-10-12,1,1,1,1,30,15,15,30,30,0,0,0,35,"Cycling, Fishing, Museum/heritage sites, Wildlife viewing/birding, Wine tours",0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1
Sandy Beach Resort & Trailer Court,https://campinginontario.ca/SandyBeachResortAndTrailerCourtLtd,https://campinginontario.ca/images/camping/full-season-new.jpg,"Sandy Beach Rd, 26 Oliver's Lane, Fenelon Falls, Ontario, K0M 1N0",K0M 1N0,44.56078,-78.80745,2020-05-08,2020-10-12,1,1,1,0,185,11,174,30,185,0,0,0,40,"Boat rental (motorized), Fishing, Motorboats allowed",0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
Sauble Beach Resort Camp,https://campinginontario.ca/SaubleBeachResortCamp,https://campinginontario.ca/images/camping/full-season-new.jpg,"877 Main St, Sauble Beach, Ontario, N0H 2G0",N0H 2G0,44.63034,-81.24488,2020-05-01,2020-10-12,1,1,1,1,300,100,200,50,250,50,0,0,"
","Golf, Mountain biking, Swimming (lake, river), Vehicle racing, Walking/hiking trails",1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1
Sauble Falls Tent & Trailer Park,https://campinginontario.ca/SaubleFallsTentAndTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"849 Sauble Falls Pkwy, Sauble Beach, Ontario, N0H 2T0",N0H 2T0,44.67911,-81.25626,2020-05-01,2020-09-03,1,1,1,1,163,55,108,30,118,20,0,25,40,"Horseshoes, Tennis, Volleyball, Walking/hiking trails, Fitness",0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1
Saugeen Riverbank,https://campinginontario.ca/SaugeenRiverbank,https://campinginontario.ca/images/camping/full-season-new.jpg,"1343 Bruce Rd 4, RR 2, Walkerton, Ontario, N0G 2V0",N0G 2V0,44.14403,-81.09421,2020-05-01,2020-10-15,1,1,1,1,63,15,48,30,48,12,0,3,35,"Boat rental (non-motorized), Fishing, Mountain biking, Pedal carts, Walking/hiking trails",0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1
Sault Ste Marie KOA Holiday,https://campinginontario.ca/SaultSteMarieKOAHoliday,https://campinginontario.ca/images/camping/full-season-new_bw.jpg,"501 Fifth Line E, Sault Ste Marie, Ontario, P6A 6J8",P6A 6J8,46.58134,-84.33033,2020-05-01,2020-10-05,0,1,1,1,127,127,0,50,29,55,0,43,100,"Basketball, Golf (mini), Horseshoes, Walking/hiking trails, Wildlife viewing/birding",1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
Scott's Tent and Trailer Park,https://campinginontario.ca/ScottsTentandTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"8845 Lundy's Lane, Niagara Falls, Ontario, L2H 1H5",L2H 1H5,43.08912,-79.14384,2020-05-01,2020-10-31,1,1,0,1,196,166,30,50,140,56,0,0,"
","Badminton, Fishing, Go-karts, Horseshoes, Volleyball",0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
Shangri-La Niagara,https://campinginontario.ca/Shangri-LaNiagara,https://campinginontario.ca/images/camping/full-season-new.jpg,"3425 17th St, St Catharines (GPS = Town of Lincoln), Ontario, L2R 6P7",L2R 6P7,43.1278,-79.35682,2020-05-15,2020-10-15,1,1,1,1,190,65,125,50,0,165,10,15,44,"Chess, Golf (mini), Shuffleboard, Volleyball, Walking/hiking trails",1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
Shelter Valley Park,https://campinginontario.ca/ShelterValleyPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"1806 Shelter Valley Rd, Grafton, Ontario, K0K 2G0",K0K 2G0,44.01896,-77.98834,2020-04-24,2020-10-12,1,1,0,1,166,16,150,30,156,10,0,0,37,"Fishing, Golf, Golf (mini), Swimming (lake, river), Volleyball",0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1
Sherwood Park Campground,https://campinginontario.ca/SherwoodParkCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"1141 Hwy 506, RR 2, Cloyne, Ontario, K0H 1K0",K0H 1K0,44.81348,-77.15891,2020-05-01,2020-10-10,1,1,0,1,95,17,78,30,0,78,0,17,40,"ATV-friendly, Fishing, Golf, Golf (mini), Horseshoes",1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
Shore Acres Park,https://campinginontario.ca/ShoreAcresPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"574 Radical Rd, Port Dover, Ontario, N0A 1N2",N0A 1N2,42.78324,-80.22292,2020-04-15,2020-10-15,1,1,0,0,197,23,174,30,197,0,0,0,40,"Fishing, Golf, Theatre (live), Walking/hiking trails, Wine tours",1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
Sid Turcotte Park Campground and Cabin Resort,https://campinginontario.ca/SidTurcotteParkCampgroundandCabinResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"750 Mattawan St, Mattawa, Ontario, P0H 1V0",P0H 1V0,46.31166,-78.71601,2020-05-08,2020-10-12,1,1,1,1,114,56,58,30,96,13,0,5,60,"ATV-friendly, Boat rental (motorized), Fishing, Horseback riding, Swimming (lake, river)",0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1
Silver Dove Estates,https://campinginontario.ca/SilverDoveEstates,https://campinginontario.ca/images/camping/full-season-new.jpg,"4838 Switzer Dr, Appin, Ontario, N0L 1A0",N0L 1A0,42.74878,-81.61632,2020-05-01,2020-10-31,1,1,1,1,150,75,75,50,100,25,0,25,50,"Basketball, Day use, Golf (mini), Tennis, Wildlife viewing/birding",1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1
Silver Lake Tent & Trailer Park,https://campinginontario.ca/SilverLakeTentAndTrailerPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"56 Silver Lake Rd (Kinloss), RR 2, Holyrood, Ontario, N0G 2B0",N0G 2B0,44.09313,-81.42723,2020-05-15,2020-10-12,1,1,1,1,110,40,70,30,70,40,0,0,"
","ATV-friendly, Boat rental (non-motorized), Fishing, Golf, Water skiing",0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1
Silverstone Camping,https://campinginontario.ca/SilverstoneCamping,https://campinginontario.ca/images/camping/full-season-new.jpg,"150 Gerhardt Rd, Port Severn, Ontario, L0K 1S0",L0K 1S0,44.78717,-79.71598,2020-05-15,2020-10-12,1,1,0,1,60,12,48,30,40,20,0,0,"
","Water skiing, Boat rental (non-motorized), Fishing, Soccer, Walking/hiking trails",0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
Sleepy Cedars Family Camping,https://campinginontario.ca/SleepyCedarsFamilyCamping,https://campinginontario.ca/images/camping/full-season-new.jpg,"1893 Manotick Station Rd, Greely, Ontario, K4P 1H2",K4P 1H2,45.2353,-75.61158,2020-05-08,2020-10-13,1,1,0,1,155,42,113,30,127,14,0,14,48,"Walking/hiking trails, Golf, Horseshoes, Table tennis, Volleyball",1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1
Smith's Trailer Park & Camp Midland Limited,https://campinginontario.ca/SmithsTrailerParkAndCampMidlandLimited,https://campinginontario.ca/images/camping/full-season-new.jpg,"736 King St, Midland, Ontario, L4R 0B9",L4R 0B9,44.73731,-79.87469,2020-05-15,2020-10-12,1,1,0,1,144,14,130,50,139,0,5,0,50,"Fishing, Horseshoes, Shuffleboard, Volleyball, Walking/hiking trails",0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1
Smugglers Cove RV Resort,https://campinginontario.ca/SmugglersCoveRVResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"3187 County Rd 13, RR 3, Picton, Ontario, K0K 2T0",K0K 2T0,43.934,-77.01665,2020-05-01,2020-10-01,1,1,1,0,113,73,40,30,77,36,0,0,40,"Dances, Fishing, Horseshoes, Motorboats allowed, Wine tours",1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1
Sportsman's Park,https://campinginontario.ca/2304696OntarioInc,https://campinginontario.ca/images/camping/full-season-new.jpg,"604 Daoust Lake Rd, Alban, Ontario, P0M 1A0",P0M 1A0,46.11812,-80.68962,2020-05-02,2020-09-30,1,1,0,0,110,13,97,30,0,79,0,31,45,"Boat rental (non-motorized), Motorboats allowed, Swimming (lake, river), Walking/hiking trails",1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1
Springwater Trailer Resort and Campground,https://campinginontario.ca/SpringwaterTrailerResortandCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"4331 Hwy 7A, Nestleton, Ontario, L0B 1L0",L0B 1L0,44.14565,-78.77091,2020-05-08,2020-10-12,1,1,0,1,86,16,70,30,40,36,0,10,35,"Casino, Farmers' market/stands, Fishing, Horse racing, Ziplining",1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1
St Clair Shores Campground,https://campinginontario.ca/StClairShoresCampground,https://campinginontario.ca/images/camping/full-season-new.jpg,"2358 St. Clair Rd, Stoney Point, Ontario, N0R 1N0",N0R 1N0,42.31072,-82.58365,2020-05-01,2020-10-30,1,1,0,1,25,5,20,30,25,0,0,0,40,"Cycling, Fishing, Shopping, Swimming (lake, river)",0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
Stanley Park,https://campinginontario.ca/StanleyPark,https://campinginontario.ca/images/camping/full-season-new.jpg,"1702 Monument Rd, RR 1, Spring Bay, Ontario, P0P 2B0",P0P 2B0,45.71421,-82.23473,2020-05-07,2020-10-07,1,1,1,1,250,15,235,30,0,250,0,0,50,"Fishing, Fitness, Motorboats allowed, Swimming (lake, river), Table tennis",1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1
Steamboat Bay RV Resort,https://campinginontario.ca/SteamboatBayRVResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"92 Bingham Drive, Haley Station, Ontario, K0J 1Y0",K0J 1Y0,45.57504,-76.67096,2020-05-08,2020-10-15,1,1,0,0,21,2,19,50,21,0,0,0,45,"Fishing, Motorboats allowed, Spa, Swimming (lake, river), Walking/hiking trails",0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Stoney Point Resort,https://campinginontario.ca/StoneyPointResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"1003 River Rd, PO Box 151, Hastings, Ontario, K0L 1Y0",K0L 1Y0,44.30076,-77.96911,2020-05-01,2020-10-12,1,1,0,0,107,4,103,30,107,0,0,0,38,"Basketball, Dances, Fishing, Shuffleboard, Volleyball",1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1
Sturgeon Falls KOA,https://campinginontario.ca/SturgeonFallsKOA,https://campinginontario.ca/images/camping/full-season-new.jpg,"818 Lalande Rd, Sturgeon Falls, Ontario, P2B 2V4",P2B 2V4,46.34974,-79.96712,2020-05-15,2020-10-10,1,1,1,1,80,63,17,50,80,0,0,0,110,"ATV-friendly, Boat rental (motorized), Boat tours (scenic), Fishing, Swimming (lake, river)",1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1
Summer Place Trailer Resort,https://campinginontario.ca/SummerPlaceTrailerResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"174366 Hwy 25 N, Grand Valley, Ontario, L9W 0L9",L9W 0L9,43.95427,-80.32946,2020-05-15,2020-10-12,1,1,0,1,330,30,300,30,300,20,0,10,45,"Walking/hiking trails, Wildlife viewing/birding, Boat rental (non-motorized), Fishing, Golf (mini)",0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1
Summerland Rideau,https://campinginontario.ca/SummerlandRideau,https://campinginontario.ca/images/camping/full-season-new.jpg,"5118 Leo Lake Rd, RR 1, Seeley's Bay, Ontario, K0H 2N0",K0H 2N0,44.45229,-76.2716,2020-05-15,2020-10-12,1,1,0,1,80,10,70,30,17,59,0,4,45,"Dances, Fishing, Swimming (lake, river), Volleyball, Wildlife viewing/birding",1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1
Sunny Acres Resort,https://campinginontario.ca/SunnyAcresResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"24 Sunny Acres Rd, Fenelon Falls, Ontario, K0M 1N0",K0M 1N0,44.53087,-78.78277,2020-05-08,2020-10-12,1,1,1,1,92,25,67,30,67,22,0,3,38,"Boat rental (motorized), Boat rental (non-motorized), Fishing, Motorboats allowed",0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1
Sunny Hill Resort,https://campinginontario.ca/SunnyHillResort,https://campinginontario.ca/images/camping/full-season-new.jpg,"531 Sunny Hill Rd, Barry's Bay, Ontario, K0J 1B0",K0J 1B0,45.45659,-77.81754,2020-05-08,2020-10-12,1,1,1,1,111,21,90,30,100,1,0,10,40,"Basketball, Boat rental (motorized), Fishing, Swimming (lake, river), Volleyball",0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1
